""	"Mean BirA.x"	"Mean FLNc.x"	"cluster"	"id"	"ÿþBirA_1"	"BirA_2"	"BirA_3"	"FLNc_1"	"FLNc_2"	"FLNc_3"	"Mean BirA.y"	"Mean FLNc.y"	"Number of proteins"	"Peptides"	"Unique peptides"	"Sequence coverage [%]"	"Unique sequence coverage [%]"	"Mol. weight [kDa]"	"Q-value"	"Score"	"Intensity"	"Mean"	"BirA_11"	"BirA_12"	"BirA_13"	"BirA_21"	"BirA_22"	"BirA_23"	"BirA_31"	"BirA_32"	"BirA_33"	"FLNc_11"	"FLNc_12"	"FLNc_13"	"FLNc_21"	"FLNc_22"	"FLNc_23"	"FLNc_31"	"FLNc_32"	"FLNc_33"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
"89"	0.0240114	0.2109578	2	"640"	0.004906402	-0.01266916	0.07979696	0.1878768	0.2648709	0.1801259	0.0240114	0.2109578	4	9	9	29.9	29.9	51.065	0	29.71	68809000	0.115925021	0.014520555	0.011020344	-0.010821694	-0.035090137	0.004149361	-0.007066689	0.106938437	0.052655492	NA	0.11476887	0.173964098	0.274897337	0.316862851	0.235510036	0.242239669	0.214154795	0.146097004	NA	"Q3TML6;Q9Z0N1;A2AAW9;Q9Z0N2"	"Q3TML6;Q9Z0N1;A2AAW9;Q9Z0N2"	"Eukaryotic translation initiation factor 2 subunit 3, X-linked;Eukaryotic translation initiation factor 2 subunit 3, Y-linked"	"Eif2s3x;Eif2s3y"
"90"	0.03555639	0.2469486	2	"557"	-0.04480241	-0.028271	0.1797426	0.1596084	0.2019652	0.3792723	0.03555639	0.2469486	4	7	7	30.1	30.1	24.423	0	18.327	60921000	0.123970648	0.027716449	-0.044004567	-0.118119113	0.013637633	-0.056129731	-0.042320911	0.166666895	NA	0.192818254	0.16575101	0.161226422	0.151847824	0.29112038	0.138549253	0.176225916	0.41718927	NA	0.341355383	"P62827;Q14AA6;A6H622;Q61820"	"P62827;Q14AA6;A6H622;Q61820"	"GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform"	"Ran;1700009N14Rik;Rasl2-9"
"91"	0.2585787	0.7017357	2	"1016"	0.2591544	0.2524954	0.2640862	0.479455	0.5511862	1.074566	0.2585787	0.7017357	2	18	16	30.7	29.1	84.059	0	37.07	55293000	0.494013766	NA	0.32304576	0.195262969	0.303044796	0.314562351	0.139879078	0.26545465	0.243434936	0.283369094	NA	0.474333346	0.484576583	0.5827775	0.568539739	0.502241313	1.14335835	0.988532186	1.091807604	"Q9ERG0;Q9ERG0-2"	"Q9ERG0;Q9ERG0-2"	"LIM domain and actin-binding protein 1"	"Lima1"
"92"	-0.06402494	0.2168905	2	"682"	-0.227985	-0.2601863	0.2960965	0.01827784	0.03753966	0.594854	-0.06402494	0.2168905	5	13	13	31.9	31.9	53.12	0	86.914	45696000	0.076432782	-0.175015539	-0.241413563	-0.267525852	-0.197007462	-0.229670912	-0.353880644	0.284475863	0.303131253	0.300682425	0.113859139	0.014802655	-0.07382828	0.088671915	0.113746241	-0.089799158	0.608729243	0.544774771	0.631057978	"Q499X7;Q9WUM4;E9PZJ0;E9PVJ1;E9PX03"	"Q499X7;Q9WUM4"	"Coronin;Coronin-1C"	"Coro1c"
"93"	0.06265482	0.3286344	2	"280"	0.007749653	-0.01293762	0.1931524	0.2520186	0.2925667	0.441318	0.06265482	0.3286344	8	11	11	32.7	32.7	50.68	0	26.174	39557000	0.160904461	0.025428759	0.027594227	-0.029774027	0.008174207	0.001733691	-0.048720773	0.193152428	NA	NA	0.194173023	0.331474304	0.230408549	0.258872032	0.316745758	0.30208227	0.441318005	NA	NA	"E9Q9F5;E9Q1G8;O55131;A0A0R4J233;S4R2P6;Q8C650-2;Q9DA97;Q8C650"	"E9Q9F5;E9Q1G8;O55131"	"Septin-7"	"7-Sep"
"94"	-0.02516632	0.2130013	2	"354"	0.01013718	-0.05388911	-0.03174702	0.2911447	0.2192307	0.1286284	-0.02516632	0.2130013	5	10	10	33.6	33.6	50.564	0	48.213	35836000	0.093917483	-0.0090665	0.027104849	0.012373179	-0.083261877	-0.016639885	-0.061765578	-0.05207637	-0.052997857	0.009833172	0.261092633	0.248528451	0.363813102	0.200735286	0.211442783	0.24551405	0.117900737	0.104316361	0.163668156	"G3UY38;G5E924;Q8R081;G3UYY3;G3UY56"	"G3UY38;G5E924;Q8R081"	"Heterogeneous nuclear ribonucleoprotein L"	"Hnrnpl"
"95"	-0.01682229	0.2466999	2	"1065"	0.3109694	0.3130876	-0.6745238	0.06484757	0.154917	0.5203351	-0.01682229	0.2466999	1	14	14	35.4	35.4	50.113	0	39.239	125170000	0.114938813	0.290324062	0.336759835	0.305824131	0.384102434	0.331690431	0.223469973	-0.657913029	-0.693446338	-0.672212124	0.06025615	0.037327658	0.096958883	0.149047598	0.153594851	0.162108645	0.582540572	0.479906261	0.49855864	"Q9Z2I9"	"Q9Z2I9"	"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial"	"Sucla2"
"96"	0.08279954	0.1282729	2	"689"	0.0935197	0.1129277	0.04195118	0.1104839	0.1728522	0.1014826	0.08279954	0.1282729	2	12	12	35.9	35.9	50.06	0	59.363	146070000	0.109763626	0.100577295	0.088525884	0.091455922	0.116607733	0.077912681	0.144262791	0.08707121	-0.003168844	NA	0.123256922	0.1198956	0.0882992	0.187554598	0.16449964	0.166502252	0.183184415	0.019780723	NA	"Q4FZK2;Q9D8N0"	"Q4FZK2;Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"
"97"	0.006678231	0.1232688	2	"500"	-0.002556787	0.02120393	0.001387547	-0.02274741	0.1125675	0.2799862	0.006678231	0.1232688	7	8	8	36.1	36.1	31.345	0	19.289	51369000	0.0433411	-0.025479103	0.02538779	-0.007579048	0.020982439	-0.021828612	0.064457975	0.001387547	NA	NA	-0.057361733	-0.023540493	0.012659996	0.103071645	0.101774082	0.132856742	0.279986173	NA	NA	"P47757;A2AMW0;P47757-2;P47757-4;F7CAZ6;A0A0A0MQI9;F6YHZ8"	"P47757;A2AMW0;P47757-2;P47757-4"	"F-actin-capping protein subunit beta"	"Capzb"
"98"	0.05435715	0.682621	2	"1041"	0.07666537	-0.06490123	0.1513073	0.4799208	0.5219986	1.045943	0.05435715	0.682621	24	144	143	37	36.8	533.5	0	323.31	432940000	0.368489074	0.078601807	0.069075808	0.0823185	-0.054452635	-0.080921918	-0.059329156	0.16503647	0.116574526	0.172310963	0.452890158	0.483954072	0.502918243	0.510519624	0.512691915	0.542784452	1.092895985	1.052540064	0.992394447	"Q9QXS1-2;Q9QXS1;E9Q3W4;Q9QXS1-15;Q9QXS1-10;Q9QXS1-9;Q9QXS1-12;Q9QXS1-11;Q9QXS1-13;Q9QXS1-5;Q9QXS1-3;Q9QXS1-16;Q9QXS1-4;Q9QXS1-14;Q9QXS1-6;Q9QXS1-7;Q9QXS1-8;F6R059;A0A0R4J218;E9PW24;A0A0R4J223;E9Q9J6;A0A0R4J221;Q8R0W0"	"Q9QXS1-2;Q9QXS1;E9Q3W4;Q9QXS1-15;Q9QXS1-10;Q9QXS1-9;Q9QXS1-12;Q9QXS1-11;Q9QXS1-13;Q9QXS1-5;Q9QXS1-3;Q9QXS1-16;Q9QXS1-4;Q9QXS1-14;Q9QXS1-6;Q9QXS1-7;Q9QXS1-8"	"Plectin"	"Plec"
"99"	0.11273	0.1601874	2	"10"	0.1198194	0.1242402	0.09413037	0.161067	0.1588881	0.1606072	0.11273	0.1601874	17	7	7	37	37	26.715	0	61.3	15648000	0.136458717	0.182728425	0.087213323	0.089516528	0.071624279	0.134814352	0.166282088	0.206394061	-0.048735343	0.124732405	0.241693839	0.169867054	0.07164	0.164988339	0.137290373	0.174385652	0.173506752	0.127558306	0.18075648	"A0A087WR97;Q544R5;Q921F2;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4;A0A087WQA5;A0A087WRP4;H3BJV1;A0A087WSE4;A0A087WSH7;A0A087WQX8;A0A087WNY6;A0A087WSC6;A0A087WS74"	"A0A087WR97;Q544R5;Q921F2;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4;A0A087WQA5"	"TAR DNA-binding protein 43"	"Tardbp"
"100"	0.08872532	0.3953113	2	"861"	0.162691	0.1058321	-0.002347174	0.3829383	0.3363208	0.4666749	0.08872532	0.3953113	3	44	44	37.7	37.7	170.08	0	278.48	242780000	0.244833889	0.173127964	0.179494351	0.135450721	0.112605006	0.112135604	0.092755742	-0.002347174	NA	NA	0.382852852	0.376419932	0.389542103	0.371713251	0.305728316	0.331520885	0.466674894	NA	NA	"Q8CGC7;A0A0A6YWH3;A0A0A6YWA4"	"Q8CGC7"	"Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase"	"Eprs"
"101"	-0.1195084	0.3390667	2	"516"	-0.03272765	-0.1141764	-0.2116212	0.4075128	0.307509	0.3021784	-0.1195084	0.3390667	2	12	7	38.6	24.8	32.931	0	21.911	163870000	0.109779151	-0.017525243	-0.020401541	-0.060256161	-0.140327424	-0.143911868	-0.058289841	-0.238034576	-0.204140812	-0.192688271	0.420467913	0.411515385	0.390554994	0.338395506	0.320145279	0.26398614	0.319272637	0.222430319	0.364832282	"Q545A2;P51881"	"Q545A2;P51881"	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	"Slc25a5"
"102"	-0.03537283	0.3444542	2	"468"	-0.1510423	-0.0972779	0.1422017	0.2900518	0.3448327	0.3984782	-0.03537283	0.3444542	3	21	15	39.9	30.3	67.766	0	44.037	86681000	0.12145519	-0.104721129	-0.130082175	-0.218323603	-0.111483552	-0.029941505	-0.150408641	0.142201707	NA	NA	0.323416114	0.28413865	0.262600601	0.353468895	0.353782564	0.327246547	0.39847818	NA	NA	"P26041;Q4KML7;P26040"	"P26041"	"Moesin"	"Msn"
"103"	0.1902412	0.1519728	2	"480"	0.2191141	0.2133357	0.1382737	0.02933608	0.1187832	0.3077991	0.1902412	0.1519728	4	8	7	40.7	36.7	22.176	0	16.265	36572000	0.164615813	0.210639507	0.262949169	0.183753714	0.158483118	0.200604305	0.280919671	NA	0.107108183	0.169439301	-0.02139608	0.076113798	0.033290535	0.160358578	0.162714645	0.033276439	NA	0.210559294	0.405038834	"P35700;B1AXW5;B1AXW6;B1AXW4"	"P35700;B1AXW5;B1AXW6"	"Peroxiredoxin-1"	"Prdx1"
"104"	0.1531794	0.2894449	2	"533"	0.2512299	0.3350977	-0.1267895	0.1909743	0.3209623	0.3563981	0.1531794	0.2894449	6	9	6	41	30.1	37.497	0	178.71	108820000	0.221312135	0.289455146	0.270608962	0.19362542	0.295237124	0.341434509	0.368621558	-0.137433335	-0.106626675	-0.136308432	0.204126939	0.198369935	0.1704261	0.33513245	0.359697491	0.26805687	0.393259257	0.34578526	0.330149859	"P60335;A0A087WR61;A0A087WSI1;A0A087WRH3;A0A0R4J044;P57724"	"P60335"	"Poly(rC)-binding protein 1"	"Pcbp1"
"105"	-0.00917724	0.186681	2	"272"	0.003584513	-0.01080884	-0.0203074	0.2200427	0.2165686	0.1234316	-0.00917724	0.186681	4	8	8	41	41	20.266	0	63.265	76156000	0.088751864	-0.018756911	0.002813782	0.026696669	0.006080764	-0.060605552	0.02209828	-0.037564363	-0.000399734	-0.022958091	0.23320803	0.207230195	0.219689891	0.248320669	0.190083578	0.211301431	0.173652381	0.121789552	0.074852988	"E9PYL9;Q9CXW4;A2BH06;E9PZB3"	"E9PYL9;Q9CXW4;A2BH06;E9PZB3"	"60S ribosomal protein L11"	"Gm10036;Rpl11;Gm5093"
"106"	0.1238112	0.2208551	2	"734"	0.2295487	0.2433625	-0.1014777	0.09336931	0.1678299	0.4013661	0.1238112	0.2208551	22	22	19	41.4	39	76.206	0	122.67	156020000	0.178729981	0.239949808	0.239074141	0.209622219	0.214340419	0.272213042	0.243534088	NA	-0.101477742	NA	0.082751878	0.136260882	0.061095167	0.203037351	0.141198203	0.159254223	NA	0.401366055	NA	"Q61584-3;Q61584;Q61584-6;Q61584-4;Q61584-7;Q61584-5;A0A0G2JEP0;Q61584-2;A0A0H2UH27;A0A0G2JGL6;E9QAS9;E9QAT0;D3Z6U8;E9QNF5;Q6AXB7;E9QAS8;P35922-9;P35922-8;P35922-3;P35922-7;P35922-2;P35922"	"Q61584-3;Q61584;Q61584-6;Q61584-4;Q61584-7;Q61584-5;A0A0G2JEP0;Q61584-2;A0A0H2UH27"	"Fragile X mental retardation syndrome-related protein 1"	"Fxr1"
"107"	-0.03376462	0.1735015	2	"30"	-0.04716117	-0.08886684	0.03473416	0.1895318	0.1329402	0.1980325	-0.03376462	0.1735015	4	4	2	41.5	15.9	9.2327	0	10.205	83658000	0.069868443	-0.012262261	-0.016292542	-0.112928718	-0.122686259	-0.047774408	-0.096139841	0.021065205	0.040364936	0.042772342	0.156611472	0.18127276	0.230711311	0.124180846	0.112669714	0.1619699	0.249662995	0.158694118	0.185740411	"A0A0G2JDW7;Q6ZWU9;A0A0G2JG29;A0A0G2JEX7"	"A0A0G2JDW7;Q6ZWU9;A0A0G2JG29"	"40S ribosomal protein S27"	"Rps27"
"108"	-0.01852499	0.1759566	2	"466"	-0.01248286	-0.07933071	0.03623861	0.2068246	0.2262212	0.09482396	-0.01852499	0.1759566	8	10	10	41.6	41.6	31.231	0	26.567	63221000	0.080363879	-0.051772933	0.036349364	-0.022025025	-0.069524735	-0.067313209	-0.101154201	NA	-0.015162258	0.087639481	0.182005167	0.247536659	0.190932095	0.270908117	0.244933546	0.162822083	NA	0.058350101	0.131297812	"Q58EU3;P25444;D3YVC1;J3QMG5;D3YWJ3;F6YTZ4;E9Q1N8;D3Z536"	"Q58EU3;P25444;D3YVC1;J3QMG5;D3YWJ3;F6YTZ4;E9Q1N8;D3Z536"	"40S ribosomal protein S2"	"Rps2;Gm5786;Gm6576;Gm18025;Gm8225"
"109"	-0.07847737	0.3622555	2	"507"	0.02347299	-0.1010281	-0.157877	0.446786	0.3353426	0.3046378	-0.07847737	0.3622555	3	14	9	42.3	28.5	32.904	0	52.382	171660000	0.141889047	0.02044416	0.063032985	-0.01305816	-0.126853853	-0.105434738	-0.070795722	-0.196891278	-0.124522001	-0.152217656	0.442745507	0.453408003	0.444204479	0.35457775	0.332528383	0.318921626	0.26995635	0.308479041	0.335477978	"P48962;B2RTC8;Q3V132"	"P48962"	"ADP/ATP translocase 1"	"Slc25a4"
"110"	-0.110981	0.190129	2	"550"	-0.1720207	-0.210016	0.04909374	0.23963	0.158931	0.171826	-0.110981	0.190129	2	6	6	42.4	42.4	18.431	0	8.7995	31531000	0.030713272	-0.203134373	-0.125988111	-0.186939687	-0.330738932	-0.150328815	-0.148980275	0.108666472	-0.010478997	NA	0.053783618	0.375037581	0.290068924	0.023714215	0.282562524	0.170516133	0.244351357	0.099300712	NA	"Q3UC02;P62281"	"Q3UC02;P62281"	"40S ribosomal protein S11"	"Rps11"
"111"	0.05422838	0.4547674	2	"177"	0.08995468	0.09071258	-0.01798213	0.3309392	0.3322759	0.7010871	0.05422838	0.4547674	3	77	23	44.3	16.6	222.88	0	323.31	349640000	0.243616082	0.108192794	0.093596756	0.068074502	0.097361438	0.088950753	0.08582554	NA	0.00462226	-0.040586509	0.364516258	0.354351848	0.273949623	0.383062571	0.294581026	0.319184214	NA	0.638738751	0.763435483	"B2RXX9;Q91Z83;B8JJH1"	"B2RXX9;Q91Z83"	"Myosin-7"	"Myh7"
"112"	-0.09097395	0.3354705	2	"933"	0.1962637	0.1499109	-0.6190965	0.1324751	0.1823568	0.6915796	-0.09097395	0.3354705	1	30	30	44.6	44.6	85.462	0	320.22	504810000	0.122248283	0.18839407	0.231163651	0.169233456	0.151645586	0.139091626	0.15899539	-0.618397653	-0.618632197	-0.620259523	0.129221633	0.15466623	0.11353749	0.204460606	0.175425127	0.167184621	0.578260899	0.746548593	0.749929488	"Q99KI0"	"Q99KI0"	"Aconitate hydratase, mitochondrial"	"Aco2"
"113"	0.2552931	0.4622806	2	"572"	0.3433252	0.3792274	0.04332676	0.3475865	0.4150842	0.6241712	0.2552931	0.4622806	10	27	25	45.2	43.5	70.87	0	124.17	317410000	0.358786887	0.341038644	0.35694322	0.331993818	0.37462002	0.399431407	0.363630801	0.057247587	0.03474874	0.037983961	0.355128348	0.343585521	0.344045609	0.395946831	0.404823571	0.444482356	0.598593533	0.63193059	0.64198941	"P63017;Q504P4;D3Z5E2;P17156;D3YW43;Q3TU85;A1L347;Q61696;P16627;P17879"	"P63017;Q504P4"	"Heat shock cognate 71 kDa protein"	"Hspa8"
"114"	0.07394226	0.3956454	2	"884"	0.1787971	0.1115412	-0.06851152	0.3570004	0.3429168	0.4870189	0.07394226	0.3956454	1	43	25	45.4	26.2	109.42	0	323.31	2243700000	0.234793813	0.18038395	0.203168929	0.152838513	0.103187762	0.118529253	0.112906501	-0.075519107	-0.076502107	-0.053513356	0.378429115	0.352431238	0.34014082	0.352489859	0.344832748	0.331427723	0.493848264	0.488339156	0.478869379	"Q8R429"	"Q8R429"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1"	"Atp2a1"
"115"	0.1925268	0.4055701	2	"420"	0.1805278	0.2050661	0.1919866	0.3075473	0.5213242	0.387839	0.1925268	0.4055701	5	13	13	45.4	45.4	38.676	0	72.176	67344000	0.299048485	0.256019801	0.172690466	0.11287301	0.270958185	0.166992217	0.177247822	0.242938787	0.214128271	0.118892737	0.34937197	0.268225968	0.305043995	0.514377952	0.534022629	0.515572011	0.538410366	0.351989478	0.273117065	"Q542G9;P07356;B0V2N7;B0V2N8;B0V2N5"	"Q542G9;P07356;B0V2N7;B0V2N8"	"Annexin;Annexin A2"	"Anxa2"
"116"	-0.17888	0.3472337	2	"832"	0.1758723	0.03560492	-0.7481173	0.3025451	0.2259438	0.513212	-0.17888	0.3472337	1	26	26	46.5	46.5	82.669	0	136.49	69936000	0.084176827	0.214499459	0.154363111	0.158754393	0.033222631	0.047508501	0.02608363	-0.769065917	-0.718671143	-0.756614685	0.282138169	0.308246821	0.317250401	0.240203783	0.239147991	0.198479667	0.600155771	0.491361678	0.448118627	"Q8BMS1"	"Q8BMS1"	"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase"	"Hadha"
"117"	-0.07829525	0.2364616	2	"878"	0.2515326	0.2196885	-0.7061069	0.07540876	0.1242754	0.5097006	-0.07829525	0.2364616	1	13	13	46.9	46.9	44.816	0	149.46	36172000	0.101243968	0.217904881	0.286321729	0.250371218	0.154089063	0.268741727	0.236234874	-0.68780148	NA	-0.724412262	0.143307343	0.052963473	0.029955478	0.095912278	0.1535763	0.123337679	0.405517101	NA	0.613884091	"Q8QZT1"	"Q8QZT1"	"Acetyl-CoA acetyltransferase, mitochondrial"	"Acat1"
"118"	-0.0759931	0.3207768	2	"485"	0.1461226	0.2540893	-0.6281912	0.00931339	0.1325493	0.8204679	-0.0759931	0.3207768	1	28	28	47.3	47.3	73.46	0	77.214	155220000	0.12239188	0.071734764	0.23681429	0.129818738	0.234112173	0.31365636	0.214499459	-0.633782566	-0.612556756	-0.638234377	0.009492414	0.024614185	-0.006166431	0.229685664	0.190514356	-0.022552105	0.789242148	0.81838423	0.853777289	"P38647"	"P38647"	"Stress-70 protein, mitochondrial"	"Hspa9"
"119"	0.3655216	0.6253706	2	"742"	0.5009089	0.5341487	0.0615072	0.5616771	0.599334	0.7151006	0.3655216	0.6253706	5	40	40	47.5	47.5	109.55	0	323.31	216420000	0.495446089	0.515078664	0.518105805	0.469542235	0.582597375	0.520037889	0.499810785	0.048480667	0.046807233	0.089233711	0.581317604	0.610975742	0.492738008	0.627677262	0.581118941	0.589205861	0.890247703	0.618957579	0.636096537	"Q61768;E9QAK5;P33175;P28738;A2ARD4"	"Q61768;E9QAK5"	"Kinesin-1 heavy chain;Kinesin-like protein"	"Kif5b"
"120"	0.2073143	0.07169634	2	"536"	0.1631136	0.2349278	0.2239015	-0.02852574	0.07767455	0.1659402	0.2073143	0.07169634	2	15	7	47.5	23.9	46.153	0	79.198	101130000	0.13950534	0.170701668	0.170437738	0.148201495	0.219401136	0.231342152	0.254040241	0.235528454	0.171287552	0.264888614	0.041006353	-0.065168761	-0.061414804	0.090567	0.08006984	0.062386811	0.213012785	0.118496187	0.166311666	"Q5F2A7;P60843"	"Q5F2A7;P60843"	"Eukaryotic initiation factor 4A-I"	"Eif4a1"
"121"	0.1309004	0.1928588	2	"433"	0.1446044	0.1911901	0.05690685	0.0267943	0.1728911	0.3788909	0.1309004	0.1928588	9	31	20	48.6	31.2	83.28	0	323.31	790440000	0.161879595	0.133634686	0.182443172	0.1177352	0.189574525	0.172048017	0.211947739	0.064682543	0.036628921	0.06940908	0.041268941	0.02130829	0.017805681	0.190790579	0.157340825	0.170541868	0.372875214	0.378924549	0.384872884	"Q71LX8;P11499;E9Q3D6;E9Q0C3;E9PX27;B7ZC50;D3Z1R1;A2A6A2;B7ZC49"	"Q71LX8;P11499"	"Heat shock protein HSP 90-beta"	"Hsp90ab1"
"122"	0.2003388	0.2809041	2	"428"	0.2533999	0.2512348	0.09638178	0.1755067	0.2791437	0.3880619	0.2003388	0.2809041	5	19	19	48.7	48.7	50.113	0	99.759	2.214e+09	0.240621446	0.253774017	0.297957391	0.208468214	0.245931968	0.262901753	0.244870633	0.10510125	0.104248032	0.079796053	0.192140371	0.160817459	0.173562348	0.273166895	0.287678659	0.2765854	0.406080127	0.360460848	0.397644609	"Q58E64;P10126;D3YZ68;D3Z3I8;P62631"	"Q58E64;P10126;D3YZ68;D3Z3I8"	"Elongation factor 1-alpha;Elongation factor 1-alpha 1"	"Eef1a1"
"123"	0.1622164	0.2994753	2	"501"	0.2563298	0.2478074	-0.01748802	0.2024627	0.2415669	0.4543962	0.1622164	0.2994753	6	28	25	50.9	47.2	85.268	0	323.31	669760000	0.230845832	0.237191752	0.277104735	0.254693061	0.245685354	0.253434926	0.24430187	-0.051410992	-0.001313549	0.00026049	0.246516556	0.177583456	0.183288202	0.244796157	0.237854332	0.242050067	0.470381081	0.436623722	0.456183761	"P47857;P47857-2;P47857-3;Q8C605;Q9WUA3-2;Q9WUA3"	"P47857;P47857-2;P47857-3"	"ATP-dependent 6-phosphofructokinase, muscle type"	"Pfkm"
"124"	-0.07714257	0.3479183	2	"226"	0.2445455	0.2112826	-0.6872559	0.1536339	0.2076232	0.6824979	-0.07714257	0.3479183	5	19	19	50.9	50.9	49.538	0	64.603	153790000	0.135387868	0.225050703	0.250883341	0.257702559	0.204065695	0.251784176	0.177997977	-0.698384106	-0.693167686	-0.670215786	0.144390017	0.148368701	0.168143004	0.259471506	0.208042845	0.155355096	0.742772281	0.683254242	0.621467054	"D3YVN7;Q8BFR5;Q8BFR5-2;A0A0U1RNQ6;A0A0U1RPC4"	"D3YVN7;Q8BFR5;Q8BFR5-2"	"Elongation factor Tu;Elongation factor Tu, mitochondrial"	"Gm9755;Tufm"
"125"	0.07999846	0.2257885	2	"613"	0.2878551	0.3150988	-0.3629585	0.1124055	0.1952598	0.3697001	0.07999846	0.2257885	3	24	24	52.6	52.6	59.752	0	291.39	443730000	0.152893463	0.275656819	0.307945073	0.279963374	0.289410561	0.312240839	0.343644857	-0.372552186	-0.335395634	-0.380927533	0.132514834	0.105418153	0.099283412	0.194485545	0.208323389	0.182970405	0.332014084	0.39162308	0.385463268	"Q03265;D3Z6F5;D6RJ16"	"Q03265;D3Z6F5"	"ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha"	"Atp5a1"
"126"	0.3060752	0.3298571	2	"16"	0.4285427	0.4866859	0.002996889	0.2678204	0.416471	0.3052798	0.3060752	0.3298571	7	22	3	53.7	7.1	52.793	0	90.231	103370000	0.338444591	0.370624095	0.497482538	0.417521507	0.492536902	0.487859249	0.479661673	NA	0.034708641	-0.028714864	0.289569527	0.256184578	0.25770703	0.49485001	0.415940285	0.338622749	NA	0.248095915	0.362463623	"A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;Q3UX10;A0A087WSB0;A0A087WSL5"	"A0A0A0MQA5;P68368"	"Tubulin alpha-4A chain"	"Tuba4a"
"127"	0.2142156	0.09858951	2	"673"	0.2919247	0.3889419	-0.0382198	-0.03309244	0.1122282	0.2166328	0.2142156	0.09858951	2	21	11	57.7	36.5	50.09	0	130.99	217120000	0.164802063	0.319126874	0.301398963	0.255248398	0.34173122	0.433929771	0.391164541	NA	-0.063873477	-0.012566131	-0.021726685	-0.030275768	-0.04727488	0.131267428	0.096134402	0.109282836	NA	0.183895916	0.249369591	"Q3UMM1;Q922F4"	"Q3UMM1;Q922F4"	"Tubulin beta-6 chain"	"Tubb6"
"128"	0.1298764	0.05884942	2	"602"	0.1947141	0.1398836	0.05503147	-0.03950909	0.02566868	0.1903887	0.1298764	0.05884942	2	16	16	58	58	29.885	0	62.661	121210000	0.094362908	0.188759789	0.173681512	0.221701071	0.153570995	0.118496187	0.147583589	0.115776889	0.013048019	0.036269508	-0.007150101	-0.025551632	-0.08582554	0.065279394	0.01139647	0.000330179	0.26233241	0.199727759	0.109105848	"Q564F3;P97351"	"Q564F3;P97351"	"40S ribosomal protein S3a"	"Rps3a1;Rps3a"
"129"	0.1897569	0.05826566	2	"584"	0.181938	0.2682861	0.1190465	-0.06804512	0.08749187	0.1553502	0.1897569	0.05826566	1	22	1	60.2	2.7	49.83	0	323.31	731540000	0.124011272	0.189883173	0.191786245	0.16414459	0.259761065	0.251248777	0.293848515	0.10676866	0.111027174	0.139343739	-0.049489364	-0.074597038	-0.080048971	0.116054788	0.070570841	0.07584998	0.182043537	0.111900717	0.172106475	"P68372"	"P68372"	"Tubulin beta-4B chain"	"Tubb4b"
"130"	0.1202315	0.2237262	2	"725"	0.2412059	0.1498655	-0.03037709	0.05930681	0.2918356	0.3200361	0.1202315	0.2237262	4	14	14	60.3	60.3	31.732	0	164.36	388120000	0.171978798	0.246941507	0.286568731	0.190107509	0.131458268	0.1785741	0.139564246	-0.053454392	-0.029974094	-0.007702793	0.082168989	0.054167174	0.041584257	0.30630824	0.292949587	0.276248872	0.301116854	0.307987809	0.351003498	"Q60930;G3UX26;D3YZT5;D3YUN8"	"Q60930;G3UX26;D3YZT5"	"Voltage-dependent anion-selective channel protein 2"	"Vdac2"
"131"	0.09715782	0.1096108	2	"419"	0.1152719	0.1758901	0.00031148	-0.07672869	0.1200167	0.2855443	0.09715782	0.1096108	10	22	20	62.7	56.3	36.498	0	166.31	808140000	0.103384297	0.100370541	0.167169571	0.078275517	0.141794577	0.213039383	0.172836378	0.009195843	0.010681476	-0.01894288	-0.069779031	-0.066810302	-0.093596749	0.135488912	0.119723864	0.104837231	0.234694391	0.310905635	0.311032981	"Q564E2;P06151;G5E8N5;D3Z736;D3YZQ9;D3YVR7;D3YZE4;A0A0N4SVV8;D3Z7F0;P16125"	"Q564E2;P06151;G5E8N5;D3Z736;D3YZQ9"	"L-lactate dehydrogenase;L-lactate dehydrogenase A chain"	"Ldha"
"132"	0.2292329	0.504087	2	"892"	0.2631233	0.2219177	0.2026577	0.2460937	0.2891926	0.9769745	0.2292329	0.504087	3	147	120	64.9	54.1	226.37	0	323.31	3528200000	0.366659951	0.265878648	0.2788679	0.244623423	0.215796128	0.235351667	0.214605436	0.205691457	0.209407777	0.192873985	0.255464494	0.248097643	0.234718978	0.31414187	0.283070594	0.270365477	0.996082425	0.990472078	0.944369137	"Q8VDD5;F2Z494;Q8BXF2"	"Q8VDD5"	"Myosin-9"	"Myh9"
